trial,run,dog,chemical,event,start_time,end_time,cal
3,1,21,methylbenzoate,1,17.5,17.9,9.6
3,1,21,bromooctane,1,16.8,17.4,11
3,1,21,bromooctane,2,18.1,19.1,11
3,1,21,bromooctane,3,56.3,57.2,11
3,1,22,2E1H,1,193.5,194.9,10
3,1,23,2E1H,1,84.5,85.7,5.4
3,1,23,2E1H,2,94,94.3,5.4
3,1,23,Blank,1,96.9,98,7.1
3,1,23,Blank,2,126.5,128.2,7.1
3,1,23,methylbenzoate,1,63.8,65,8.9
3,1,23,methylbenzoate,2,99,99.3,8.9
3,1,23,bromooctane,1,68.7,69.3,10.6
3,1,24,2E1H,1,22,22.7,15.5
3,1,24,2E1H,2,24.8,25.3,15.5
3,1,24,Blank,1,19,20.4,17.1
3,1,24,Blank,2,23.6,24.3,17.1
3,1,24,Blank,3,28.6,29.4,17.1
3,1,24,Blank,4,34.1,34.6,17.1
3,1,24,methylbenzoate,1,17.8,18.3,18.6
3,1,24,methylbenzoate,2,22.5,23.2,18.6
3,1,24,methylbenzoate,3,33.3,34,18.6
3,1,24,bromooctane,1,15.8,16.2,20.1
3,1,24,bromooctane,2,21.7,22.3,20.1
3,1,24,bromooctane,3,24.8,25.3,20.1
3,1,24,bromooctane,4,32.7,33.5,20.1
3,2,11,bromooctane,1,29.7,31.2,7.5
3,2,11,bromooctane,2,33,33.8,7.5
3,2,11,methylbenzoate,1,23.6,24.4,9
3,2,11,methylbenzoate,2,26.5,27.5,9
3,2,11,Blank,1,41.3,42.2,10.5
3,2,11,Blank,2,43.5,44.9,10.5
3,2,11,Ammonia,1,32.4,34.2,12.1
3,2,12,bromooctane,1,16.7,17.4,8.2
3,2,12,methylbenzoate,1,14.4,15.1,10
3,2,12,Ammonia,1,10,10.7,13
3,2,14,bromooctane,1,15.9,16.4,6.5
3,2,14,methylbenzoate,1,23.5,24.3,7.8
3,2,14,Blank,1,11.9,12.6,9.4
3,2,14,Blank,2,13.9,14.4,9.4
3,2,14,Ammonia,1,13,13.6,10.8
3,2,14,Ammonia,2,16.3,17.2,10.8
3,2,14,Ammonia,3,24.7,25.3,10.8
3,2,15,bromooctane,1,59.6,61,11.4
3,2,15,bromooctane,2,63.9,64.8,11.4
3,2,15,methylbenzoate,1,49,49.8,12.8
3,2,15,methylbenzoate,2,57.5,58.5,12.8
3,2,15,methylbenzoate,3,71,71.8,12.8
3,2,15,Blank,1,62,63,20.9
3,2,15,Ammonia,1,44.7,46.2,15.4
3,2,15,Ammonia,2,69,70.7,15.4
3,2,17,bromooctane,1,20,21.3,10.2
3,2,17,bromooctane,2,29,29.9,10.2
3,2,17,methylbenzoate,1,26.7,27.7,11.7
3,2,17,methylbenzoate,2,30.6,31.4,11.7
3,2,17,Blank,1,53.3,55,13.2
3,2,17,Ammonia,1,40.9,42.8,14.6
3,2,19,Ammonia,1,11.6,11.9,12.5
3,2,19,Ammonia,2,29.4,30.3,12.5
3,2,19,Ammonia,3,33.6,34.2,12.5
3,2,19,Ammonia,4,56.2,57.2,12.5
3,2,20,bromooctane,1,20.9,21.6,10
3,2,20,bromooctane,2,29.8,30.5,10
3,2,20,methylbenzoate,1,16.4,16.8,11.5
3,2,20,methylbenzoate,2,19,19.6,11.5
3,2,20,methylbenzoate,3,27.7,28.4,11.5
3,2,20,Blank,1,15.4,15.9,12.9
3,2,20,Blank,2,25.4,26.4,12.9
3,2,20,Ammonia,1,14.8,15.7,14.2
3,2,20,Ammonia,2,21,22,14.2
3,2,20,Ammonia,3,29.1,30.4,14.2
3,2,21,bromooctane,1,39.6,40,29.4
3,2,21,bromooctane,2,41.8,42.3,29.4
3,2,21,methylbenzoate,1,16.1,16.6,30.7
3,2,21,methylbenzoate,2,39.2,40,30.7
3,2,21,Ammonia,1,23.2,24.1,33.6
3,2,1,bromooctane,1,27.5,28.1,24.4
3,2,1,bromooctane,2,38.1,38.6,24.4
3,2,1,bromooctane,3,44.7,45.6,24.4
3,2,1,methylbenzoate,1,25.8,26.4,25.8
3,2,1,methylbenzoate,2,43,44.2,25.8
3,2,2,bromooctane,1,21,23,10.7
3,2,2,bromooctane,2,45.8,46.1,10.7
3,2,2,methylbenzoate,1,28.5,29.4,12.2
3,2,2,Blank,1,15.8,17.3,13.6
3,2,2,Blank,2,23.4,23.8,13.6
3,2,2,Ammonia,1,15,15.7,15
3,2,2,Ammonia,2,34.5,35.1,15
3,2,9,bromooctane,1,21.2,22.2,26.7
3,2,9,methylbenzoate,1,23.5,24.3,19.9
3,2,9,methylbenzoate,2,27.3,28.2,19.9
3,2,9,Blank,1,22.7,23.7,21.3
3,2,9,Ammonia,1,22.3,23,22.4
3,2,9,Ammonia,2,28.8,29.6,22.4
3,2,9,Ammonia,3,33.5,35,22.4
3,2,24,bromooctane,1,17.8,18.6,7.9
3,2,24,bromooctane,2,53.8,55.1,7.9
3,2,24,bromooctane,3,57,57.6,7.9
3,2,24,methylbenzoate,1,51.6,52.3,9.6
3,2,24,methylbenzoate,2,55.7,56.4,9.6
3,2,24,Blank,1,13.1,13.6,11.7
3,2,24,Blank,2,49,49.5,11.7
3,2,24,Blank,3,53.9,54.4,11.7
3,2,24,Blank,4,62.8,63.4,11.7
3,2,24,Ammonia,1,9.4,9.8,13.4
3,2,24,Ammonia,2,46.8,47.4,13.4
3,2,24,Ammonia,3,53.7,54.3,13.4
3,2,24,Ammonia,4,60.7,61.2,13.4
3,2,22,bromooctane,1,110.8,111.4,6.2
3,2,22,bromooctane,2,165.2,166.8,6.2
3,2,22,Blank,1,126.8,127.8,9.2
3,2,22,Blank,2,134.2,135.1,9.2
3,2,23,bromooctane,1,31.3,32.6,5.3
3,2,23,bromooctane,2,69.8,70.6,5.3
3,2,23,Blank,1,64,65,17.5
3,2,23,Blank,2,70.6,71.5,17.5
3,2,22,Ammonia,1,112.8,114,10.8
3,2,23,Ammonia,1,33,34,10.5
3,2,23,Ammonia,2,78.8,80.2,10.5
3,2,1,Blank,1,38.1,38.6,21.7
3,2,1,Ammonia,1,32.4,33.4,23.8
3,2,1,Ammonia,2,43.2,43.6,23.8
4,1,101,methylbenzoate,1,165,165.7,15.2
4,1,101,methylbenzoate,2,179.3,179.8,15.2
4,1,101,bromooctane,1,169,169.7,12.9
4,1,101,bromooctane,2,174.6,175.4,12.9
4,1,101,2E1H,1,181.5,183.2,6.8
4,1,101,2E1H,2,194,196.7,6.8
4,1,101,2E1H,3,198.5,199.5,6.8
4,1,101,Blank,2,173.1,174,10
4,1,102,methylbenzoate,1,41.5,42.5,16.4
4,1,102,methylbenzoate,2,47.7,49.5,16.4
4,1,102,bromooctane,1,42.1,43.5,14.1
4,1,102,bromooctane,2,51.4,52.5,14.1
4,1,102,Blank,1,43.7,44.6,11.8
4,1,102,Blank,2,54,55.7,11.8
4,1,102,2E1H,1,48.8,50,5.4
4,1,102,2E1H,2,60.5,62.1,5.4
4,1,103,Blank,1,44,44.5,7.7
4,1,103,2E1H,1,47.6,48.3,5.6
4,1,104,methylbenzoate,1,108.1,109.4,17.4
4,1,104,bromooctane,1,115.5,116.4,9
4,1,104,Blank,1,58.2,58.9,65.7
4,1,104,2E1H,1,118,119.5,4.8
4,1,105,methylbenzoate,1,30.1,31.1,14.9
4,1,105,methylbenzoate,2,36.6,37.3,14.9
4,1,105,bromooctane,1,33.5,34.5,12.5
4,1,105,bromooctane,2,37.4,38,12.5
4,1,105,bromooctane,3,51.4,52.3,12.5
4,1,105,Blank,1,37,37.9,10.1
4,1,105,Blank,2,39.1,39.9,10.1
4,1,105,Blank,3,53.2,54.5,10.1
4,1,105,Ammonia,1,44,45,5
4,1,105,Ammonia,2,58.3,58.8,5
4,1,106,methylbenzoate,1,107.7,108.5,60
4,1,106,Ammonia,1,129.8,131.5,60
4,1,106,Ammonia,2,144.5,145.1,60
4,1,106,Blank,1,143.4,143.9,40
4,1,106,Blank,2,156.8,157.3,40
4,1,107,methylbenzoate,1,44.4,45.4,22.2
4,1,107,bromooctane,1,44.8,46.1,20.1
4,1,107,Blank,1,44.6,47,18
4,1,107,Ammonia,1,43.5,46.4,16.1
4,1,100,2E1H,1,162.7,165.2,18.8
4,1,100,Blank,1,163.2,164,17
4,1,100,bromooctane,1,164.3,165.5,13.1
4,2,100,bromooctane,1,30.2,32.1,7
4,2,100,bromooctane,2,60,61,7
4,2,100,methylbenzoate,1,27.8,29,10
4,2,100,methylbenzoate,2,56.4,57.8,10
4,2,100,Blank,1,30.4,31.5,12
4,2,100,Ammonia,1,30.6,32,14
4,2,100,Ammonia,2,73,75.7,14
4,2,101,Ammonia,1,109.5,112.1,16
4,2,101,Ammonia,2,115.4,116.5,16
4,2,101,Ammonia,3,122.5,123.4,16
4,2,101,Ammonia,4,129.5,131.1,16
4,2,101,bromooctane,1,114.4,116.1,14
4,2,101,Blank,1,111.7,113.1,12
4,2,101,methylbenzoate,1,112.3,114.5,10
4,2,101,methylbenzoate,2,126.3,127.6,10
4,2,101,methylbenzoate,3,137.7,138.2,10
4,2,103,Ammonia,1,88,89.5,9.1
4,2,103,Ammonia,2,117.5,118.3,9.1
4,2,103,Ammonia,3,120.5,122.9,9.1
4,2,103,Blank,1,102.7,112.5,5.2
4,2,103,methylbenzoate,1,94.1,96.1,3.2
4,2,104,Ammonia,1,87.5,90,18.5
4,2,104,bromooctane,1,86.4,87.9,16.1
4,2,104,bromooctane,2,92.5,95,16.1
4,2,104,bromooctane,3,115.5,118.1,16.1
4,2,104,Blank,1,87,88.6,14
4,2,104,Blank,2,116.3,117.6,14
4,2,104,methylbenzoate,1,86.9,88.7,11.4
4,2,104,methylbenzoate,2,116.3,118.1,11.4
4,2,105,2E1H,1,136,136.4,11.3
4,2,105,2E1H,2,143,144,11.3
4,2,105,bromooctane,1,138.5,139,9.3
4,2,105,bromooctane,2,139.8,140.6,9.3
4,2,105,bromooctane,3,144.3,144.9,9.3
4,2,105,Blank,1,140.9,142,7.3
4,2,105,Blank,2,144.6,145.8,7.3
4,2,105,methylbenzoate,1,145,146.8,5.1
4,2,106,2E1H,1,134.1,135,11.9
4,2,106,bromooctane,1,126.6,127.7,9.9
4,2,106,bromooctane,2,135,135.3,9.9
4,2,106,Blank,1,112.8,113.4,7.8
4,2,106,Blank,2,120.5,121,7.8
4,2,106,Blank,3,133.1,134.9,7.8
4,2,106,methylbenzoate,1,115.4,116.4,6
4,2,106,methylbenzoate,2,121.4,122.1,6
4,2,106,methylbenzoate,3,123.3,124.3,6
4,2,106,methylbenzoate,4,133.3,134,6
4,2,107,2E1H,1,173.9,174.5,11.4
4,2,107,2E1H,2,193.3,195.4,11.4
4,2,107,bromooctane,1,181.9,183.2,9.6
4,2,107,bromooctane,2,189.9,190.5,9.6
4,2,107,bromooctane,3,194.2,195.2,9.6
4,2,107,Blank,1,172.6,173.3,7.7
4,2,107,Blank,2,174.2,175,7.7
4,2,107,Blank,3,194.7,196.1,7.7
4,2,107,methylbenzoate,1,177,177.9,5.9
4,2,107,methylbenzoate,2,190.1,193.2,5.9
4,2,102,bromooctane,1,162.7,164,6.2
4,2,102,Blank,1,147.8,148.9,4.3
4,2,102,Ammonia,1,162.3,163.8,8.3
4,2,102,Ammonia,2,147.8,148.4,8.3
4,2,102,Ammonia,3,149.5,150.5,8.3
4,2,102,Ammonia,4,150.8,152,8.3
