"trial","run","dog","chemical","event","start_time","end_time","cal","target","sniff_freq","sniff_duration","sniff_volume","sniff_vfr","sniff_counts","total_volume"
"1","1","10","Blank",2,103.5,106.5,16.5,FALSE,4.6299467342846,0.184666666666666,23.9477250129873,138.06412260707,15,359.215875194809
"1","1","10","bromooctane",1,69.4,71,18,FALSE,5.59193121693127,0.17,152.483969424499,862.492016857494,8,1219.87175539599
"1","1","10","bromooctane",2,75,75.8,18,FALSE,4.94623655913965,0.164999999999999,197.133760883117,1427.95094797752,4,788.535043532468
"1","1","10","bromooctane",3,102.9,103.9,18,FALSE,4.34343434343428,0.161666666666666,134.471739762877,797.002700722442,6,806.83043857726
"1","1","10","methylbenzoate",1,102.75,103.7,19.7,FALSE,6.30952380952371,0.162,442.302883174757,2692.48473833562,5,2211.51441587379
"1","1","11","2E1H",1,57.6,58.2,10.4,TRUE,5.55555555555556,0.260000000000002,161.720367339597,560.379483665335,2,323.440734679193
"1","1","11","2E1H",2,66.3,67.2,10.4,TRUE,6.58730158730133,0.190000000000001,73.0880321445854,302.072931130368,4,292.352128578342
"1","1","11","2E1H",3,77.4,78.65,10.4,TRUE,5.10582010582008,0.194,110.034580747745,577.769546421045,5,550.172903738725
"1","1","11","2E1H",4,82.9,85.3,10.4,TRUE,4.79461458665956,0.24,82.4738162234334,330.305340427967,9,742.264346010901
"1","1","11","2E1H",5,90.4,92.1,10.4,TRUE,6.32923539786289,0.164444444444445,269.856758972841,1635.92526604359,9,2428.71083075557
"1","1","11","Blank",1,63.5,66.05,12,FALSE,4.46521565615495,0.225,131.398448854416,488.255625231936,10,1313.98448854416
"1","1","11","bromooctane",1,61.9,63,14,FALSE,5.69815805109934,0.181999999999999,90.5425561993991,439.982022573555,5,452.712780996995
"1","1","11","bromooctane",2,72.1,74,14,FALSE,5.2000705585265,0.177,76.6230226943465,417.615141600472,10,766.230226943466
"1","1","11","bromooctane",3,105.4,107,14,FALSE,6.11401133266464,0.17,927.157328071949,5068.93947001914,8,7417.25862457559
"1","1","11","methylbenzoate",1,57.7,58.3,15.9,FALSE,6.15740740740738,0.164999999999999,179.74471298469,1088.23281550647,2,359.489425969379
"1","1","11","methylbenzoate",2,59.8,60.8,15.9,FALSE,5.77030812324924,0.18,213.104758420055,1114.65024173065,4,852.41903368022
"1","1","12","2E1H",1,124.9,125.4,23.4,TRUE,NA,NA,-69.7512658305522,-217.97270572048,1,-69.7512658305522
"1","1","12","2E1H",2,130,133.5,23.4,TRUE,3.88937930531403,0.206250000000001,73.8582270718703,230.674371651428,16,1181.73163314992
"1","1","12","Blank",1,124,129,25,FALSE,4.84690848674769,0.205652173913044,82.7846686897522,329.97937790248,23,1904.0473798643
"1","1","12","Blank",1,143.1,145.55,25,FALSE,5.10145960240188,0.157692307692309,127.763738111987,781.884007021123,13,1660.92859545583
"1","1","12","bromooctane",1,118.7,120,27,FALSE,5.55036630036621,0.173333333333334,298.805351585077,1616.88792422521,6,1792.83210951046
"1","1","12","methylbenzoate",1,113.4,116.5,28,FALSE,4.28977272727271,0.291,79.988844613243,270.048616624377,10,799.88844613243
"1","1","12","methylbenzoate",2,131.5,132.55,28,FALSE,6.57309357309339,0.145999999999998,179.585798664171,1225.87047582695,5,897.928993320855
"1","1","12","methylbenzoate",3,138.5,141.5,28,FALSE,4.17708502514781,0.217500000000001,170.940881596822,641.336909351788,12,2051.29057916186
"1","1","14","2E1H",1,76.85,77.6,22.9,TRUE,6.65775401069516,0.153333333333336,95.9382447347696,458.602524633662,3,287.814734204309
"1","1","14","2E1H",2,98.5,100.15,22.9,TRUE,6.76663296761342,0.156666666666666,179.067456127008,1141.18910259949,9,1611.60710514307
"1","1","14","2E1H",3,101.8,102.55,22.9,TRUE,6.0049019607843,0.183333333333332,380.322202676166,2071.74676961519,3,1140.9666080285
"1","1","14","2E1H",4,106.85,108.3,22.9,TRUE,5.52414021164023,0.240000000000001,137.360895853115,497.490085228267,5,686.804479265575
"1","1","14","Blank",1,73.7,78,24.9,FALSE,5.94129883625397,0.188999999999999,40.8640945246594,176.483283455332,20,817.281890493188
"1","1","14","Blank",2,107.1,108.7,24.9,FALSE,5.65151515151507,0.18,147.029373759113,825.628439238326,8,1176.2349900729
"1","1","14","bromooctane",1,91.2,92.2,26.7,FALSE,5.19354293441515,0.192499999999999,224.859195685587,1074.40296736574,4,899.436782742347
"1","1","14","bromooctane",2,100.2,101,26.7,FALSE,6.06617647058827,0.160000000000001,238.41535118954,1420.44659424146,3,715.246053568621
"1","1","14","methylbenzoate",1,61.4,63.3,28.9,FALSE,6.04003882254657,0.164,220.64710814016,1340.54992417694,10,2206.47108140161
"1","1","14","methylbenzoate",2,65.8,67,28.9,FALSE,6.71680851827908,0.155000000000001,236.979438780067,1479.22504399126,6,1421.8766326804
"1","1","14","methylbenzoate",3,72.8,73.9,28.9,FALSE,5.08333333333329,0.203999999999999,248.643780150757,1093.90157470488,5,1243.21890075378
"1","1","14","methylbenzoate",4,83.9,85,28.9,FALSE,5.50527903469086,0.1875,186.619183016142,985.237295562705,4,746.476732064568
"1","1","14","methylbenzoate",5,90,91.3,28.9,FALSE,5.962069525666,0.18,262.608040267721,1226.51036030188,6,1575.64824160633
"1","1","15","2E1H",1,91.8,94.5,51.1,TRUE,6.17438050583666,0.162666666666667,79.9383300146535,466.43429617426,15,1199.0749502198
"1","1","15","2E1H",2,106.3,107.3,51.1,TRUE,6.21162280701747,0.172,43.3933141530016,244.059202569122,5,216.966570765008
"1","1","15","Blank",1,89.7,91.1,52.5,FALSE,6.74075193812027,0.184285714285713,86.59315971561,493.391394643094,7,606.15211800927
"1","1","15","Blank",2,92,93.3,52.5,FALSE,5.52747435805907,0.195999999999998,109.358111262597,623.51626383984,5,546.790556312987
"1","1","15","Blank",3,113.8,115.9,52.5,FALSE,5.2868539746764,0.181,39.3191772036942,223.644453314962,10,393.191772036942
"1","1","15","bromooctane",1,68.8,71,54.7,FALSE,5.83445844240578,0.188181818181818,48.3991660420706,214.899213840397,11,532.390826462777
"1","1","15","bromooctane",2,87,88.35,54.7,FALSE,5.10883650399781,0.222,95.2324467909139,387.775047009251,5,476.16223395457
"1","1","15","bromooctane",3,92.2,92.9,54.7,FALSE,6.37673872967977,0.183333333333332,124.479281379592,666.963625804439,3,373.437844138775
"1","1","15","bromooctane",4,96.15,97.8,54.7,FALSE,5.32761501454789,0.196666666666668,205.292498446981,1083.90999545693,6,1231.75499068189
"1","1","15","bromooctane",5,104.4,105.4,54.7,FALSE,5.97426470588245,0.163333333333334,94.0398635597594,530.855928688356,6,564.239181358556
"1","1","15","bromooctane",6,112.3,114.2,54.7,FALSE,4.9591235406453,0.198888888888888,47.1505086838819,212.120970024148,9,424.354578154937
"1","1","15","methylbenzoate",1,68.3,71.5,56.4,FALSE,5.39785442345631,0.169999999999999,161.139576802083,976.977842119692,18,2900.51238243749
"1","1","15","methylbenzoate",2,85.1,85.8,56.4,FALSE,6.27450980392141,0.170000000000002,95.7683069149535,534.481145691957,3,287.30492074486
"1","1","15","methylbenzoate",3,90.9,94.6,56.4,FALSE,5.49379905016202,0.177999999999999,177.809901876935,978.732290675952,20,3556.19803753869
"1","1","15","methylbenzoate",4,97.7,100.8,56.4,FALSE,5.04248366013071,0.216923076923076,94.7040183372686,432.926246252082,13,1231.15223838449
"1","1","15","methylbenzoate",5,107.4,108.3,56.4,FALSE,6.88259109311733,0.157500000000002,84.0300904694775,500.864787273218,4,336.12036187791
"1","1","15","methylbenzoate",6,110.8,113.3,56.4,FALSE,4.93598071412476,0.19,215.721454159084,1137.53002396128,12,2588.65744990901
"1","1","16","2E1H",1,62,65.6,37.6,TRUE,5.05248595797801,0.255,45.9900920830194,180.230554599137,14,643.861289162272
"1","1","16","2E1H",2,67.8,69.5,37.6,TRUE,5.09893214979345,0.17625,40.5127316510966,224.218134115245,8,324.101853208773
"1","1","16","2E1H",3,80.8,83.4,37.6,TRUE,5.56023406513596,0.173571428571428,91.5117819502082,580.881295836224,14,1281.16494730292
"1","1","16","Blank",1,54.8,56.3,39.2,FALSE,4.79857932875669,0.213333333333334,130.360150703249,511.448890996951,6,782.160904219493
"1","1","16","Blank",2,61.5,63,39.2,FALSE,2.99486461251169,0.218000000000001,148.257125082502,683.588265220633,5,741.285625412509
"1","1","16","Blank",3,68.45,70,39.2,FALSE,5.66703827573397,0.198571428571429,134.18913263192,847.546319529219,7,939.323928423441
"1","1","16","bromooctane",1,55,57.1,41.3,FALSE,1.74802949402492,0.21,60.4229389814355,227.622571418593,9,543.80645083292
"1","1","16","bromooctane",2,61,62,41.3,FALSE,5.96491228070178,0.162,98.8975428433159,503.061577979928,5,494.48771421658
"1","1","16","bromooctane",3,73.5,74,41.3,FALSE,NA,NA,149.114499110767,572.588481197208,2,298.228998221534
"1","1","16","methylbenzoate",1,41.6,43,43.5,FALSE,5.20794994479205,0.165714285714285,153.801346927611,716.527767332058,7,1076.60942849328
"1","1","16","methylbenzoate",2,53.6,55.4,43.5,FALSE,5.12990204056103,0.19875,106.641115321301,418.112554975363,8,853.128922570411
"1","1","16","methylbenzoate",3,59.5,61.4,43.5,FALSE,4.64851547600499,0.21625,129.769981941779,427.432491340387,8,1038.15985553423
"1","1","17","2E1H",1,106.5,108.2,73.9,TRUE,5.54012345679013,0.187142857142857,94.0177867995183,509.815108023288,7,658.124507596628
"1","1","17","2E1H",2,109.5,111,73.9,TRUE,5.64796208338407,0.186666666666667,70.0816304861352,419.767968766558,6,420.489782916811
"1","1","17","Blank",1,84.5,86.7,76,FALSE,4.34167384355348,0.223333333333334,119.082902451366,556.083931288443,9,1071.74612206229
"1","1","17","Blank",2,109.55,111.05,76,FALSE,5.54527172174243,0.229999999999999,35.4240610716405,114.253267800461,6,212.544366429843
"1","1","17","bromooctane",1,80.2,85.6,78,FALSE,4.6398584110369,0.242380952380953,76.4818481044139,298.943005689391,21,1606.11881019269
"1","1","17","bromooctane",2,107.5,109.7,78,FALSE,5.708498873511,0.213333333333334,72.5341869821172,297.723199219737,9,652.807682839055
"1","1","17","bromooctane",3,131.5,132.7,78,FALSE,5.70436507936499,0.191666666666668,83.2699018116198,434.327195488537,6,499.619410869719
"1","1","17","methylbenzoate",1,82.5,84.2,79.9,FALSE,4.60139111157644,0.192857142857144,53.6057837158232,252.954326889318,7,375.240486010763
"1","1","17","methylbenzoate",2,106.2,107.4,79.9,FALSE,5.85901027077494,0.160000000000001,64.7300367630272,399.339694350257,6,388.380220578163
"1","1","19","Blank",1,38.7,39.5,28.5,FALSE,6.66666666666673,0.134,103.406505115928,748.779642497588,5,517.03252557964
"1","1","19","bromooctane",1,42.2,45.1,30.5,FALSE,5.19763150108176,0.186666666666666,328.150707672044,1923.3334619494,15,4922.26061508066
"1","1","19","methylbenzoate",1,26.8,30,32.4,FALSE,4.22952329257225,0.206428571428571,121.293421463313,540.519916141012,14,1698.10790048638
"1","1","21","2E1H",1,184.4,185.1,266.5,TRUE,6.40522875816991,0.152500000000003,451.247803933498,2881.46369857409,4,1804.99121573399
"1","1","21","2E1H",2,151.5,152.8,266.5,TRUE,6.15399783101653,0.147142857142857,69.7755918253523,469.163892826114,7,488.429142777466
"1","1","21","2E1H",3,198,199.15,266.5,TRUE,5.9917779482995,0.162,387.890021453927,2038.3179599432,5,1939.45010726963
"1","1","21","Blank",1,143.7,144.6,268.5,FALSE,6.24791617051684,0.162500000000001,61.8677364575778,356.165534021877,4,247.470945830311
"1","1","21","Blank",2,198.8,199.83,268.5,FALSE,5.07099391480751,0.195,120.594884561972,496.090561958911,4,482.379538247888
"1","1","20","2E1H",1,63.25,64,29,TRUE,5.38082437275981,0.234999999999999,466.242344231496,1432.53857325605,2,932.484688462992
"1","1","20","2E1H",3,107,108.3,29,TRUE,4.7619047619049,0.212499999999999,201.958356992215,925.892102269659,4,807.833427968861
"1","1","20","Blank",1,106,107.5,20.6,FALSE,5.31869625862944,0.163749999999999,71.3291754826032,461.459057002215,8,570.633403860826
"1","1","20","Blank",2,108.7,109.7,20.6,FALSE,6.69642857142862,0.174999999999997,146.97520062828,878.84629911109,4,587.900802513122
"1","1","20","Blank",3,116.5,117.4,20.6,FALSE,6.66666666666705,0.152000000000001,59.7859914834042,365.741333922943,5,298.929957417021
"1","1","20","bromooctane",1,72.6,73.6,22.5,FALSE,3.57142857142856,0.414999999999992,541.195610977037,1078.78956735022,2,1082.39122195407
"1","1","20","bromooctane",2,90.8,91.75,22.5,FALSE,6.20616515837107,0.172499999999999,45.1711842370335,248.998984410855,4,180.684736948134
"1","1","20","bromooctane",3,94.1,94.7,22.5,FALSE,2.17391304347822,0.189999999999998,435.603765658511,2292.65139820272,2,871.207531317021
"1","1","20","bromooctane",4,99.4,100.7,22.5,FALSE,5.85768167609616,0.192500000000003,190.904270671581,835.56226206138,4,763.617082686324
"1","1","20","bromooctane",5,107.8,109,22.5,FALSE,4.1295872531571,0.274999999999999,210.371298902873,718.612653810342,4,841.485195611492
"1","1","20","methylbenzoate",1,65.4,66.7,25,FALSE,5.14593642225225,0.166666666666667,102.236155902088,598.060852586821,6,613.416935412528
"1","1","20","methylbenzoate",2,71,72.1,25,FALSE,6.29948646125117,0.157999999999998,125.016684961964,785.683105686281,5,625.083424809819
"1","1","20","methylbenzoate",3,87.5,89,25,FALSE,4.53125000000006,0.174285714285716,36.3799672891561,186.420155686308,7,254.659771024093
"1","1","20","methylbenzoate",4,94.8,95.6,25,FALSE,6.96548821548821,0.147499999999997,69.8211318172142,520.960813965917,4,279.284527268857
"1","1","6","2E1H",1,52,53.5,6.3,TRUE,4.54032258064515,0.264,194.774825531171,726.591762504517,5,973.874127655857
"1","1","6","Blank",1,49.7,50.6,8,FALSE,6.86147186147189,0.157500000000001,81.4835148071389,473.179231175191,4,325.934059228556
"1","1","6","bromooctane",1,47.4,48,10,FALSE,5.88235294117641,0.240000000000002,192.014875582238,747.403445048008,2,384.029751164476
"1","1","6","methylbenzoate",1,44.7,46,11.6,FALSE,6.35154061624646,0.176666666666667,126.832959502712,586.693182220616,6,760.997757016273
"1","1","9","2E1H",1,84.3,85.5,54.5,TRUE,6.31498811645866,0.171666666666667,169.812115721917,897.755306936742,6,1018.8726943315
"1","1","9","2E1H",2,109.5,110.6,54.5,TRUE,6.20535714285716,0.159999999999999,184.325042140243,1186.77027546268,5,921.625210701216
"1","1","9","2E1H",3,122,122.6,54.5,TRUE,5.55926916221037,0.200000000000003,266.340983500012,1344.49135252399,2,532.681967000025
"1","1","9","Blank",1,119.2,120,55.9,FALSE,5.90277777777771,0.169999999999998,456.668653973283,2622.23532131818,4,1826.67461589313
"1","1","9","bromooctane",1,77.2,78.2,57.9,FALSE,5.80036739576218,0.1675,143.181413699951,815.528411324916,4,572.725654799804
"1","1","9","bromooctane",2,86.5,87.6,57.9,FALSE,5.87862318840578,0.194,205.130581743069,1160.55077314148,5,1025.65290871534
"1","1","9","bromooctane",3,88.3,89.5,57.9,FALSE,5.44234360410833,0.175999999999999,131.582543048078,740.037463903689,5,657.91271524039
"1","1","9","bromooctane",4,100.5,101.6,57.9,FALSE,6.12745098039204,0.163333333333334,107.440632548477,666.238468799594,6,644.64379529086
"1","1","9","methylbenzoate",1,76.3,77.9,59.3,FALSE,5.2058045440398,0.215714285714284,154.194536531461,632.956953731182,7,1079.36175572023
"1","1","9","methylbenzoate",2,87.7,89,59.3,FALSE,6.32430750077814,0.155714285714286,192.578890947241,1152.71351521678,7,1348.05223663069
"1","1","9","methylbenzoate",3,109,110.6,59.3,FALSE,6.31923484643524,0.161428571428571,138.412262638931,858.368910864532,7,968.885838472515
"1","2","1","Ammonia",1,14.7,15.6,10.5,TRUE,5.34722222222224,0.15,38.9592068933369,234.990620611932,5,194.796034466685
"1","2","1","Ammonia",2,21.7,22.3,10.5,TRUE,4.76190476190474,0.174999999999999,-7.75522916859478,-29.8843212733296,2,-15.5104583371896
"1","2","1","Ammonia",3,28.1,28.8,10.5,TRUE,6.45833333333328,0.163333333333333,110.090079998921,659.999369475587,3,330.270239996763
"1","2","1","Blank",1,12.8,13.8,12.2,FALSE,6.79690679690681,0.166,48.7547208251712,312.62886000004,5,243.773604125856
"1","2","1","Blank",2,19.8,20.5,12.2,FALSE,7.46867167919804,0.163333333333333,110.905708534336,599.469959023878,3,332.717125603008
"1","2","1","Blank",3,27.3,27.8,12.2,FALSE,5.88235294117653,0.175000000000001,132.185880766475,900.475993295515,2,264.37176153295
"1","2","1","Blank",4,32.5,33.9,12.2,FALSE,2.50000000000001,0.272500000000001,110.457038112945,354.419874963439,4,441.828152451781
"1","2","1","bromooctane",1,17.4,18.2,14.1,FALSE,4.35571687840294,0.216666666666666,162.41512245616,693.545171569732,3,487.24536736848
"1","2","1","bromooctane",2,26.1,26.5,14.1,FALSE,5.55555555555556,0.16,357.773916170941,2416.41205802258,2,715.547832341882
"1","2","1","methylbenzoate",1,24.9,26.2,15.9,FALSE,6.00769600769598,0.208,118.97155794318,461.732166489658,5,594.857789715902
"1","2","2","Ammonia",1,37.8,38.6,54.3,TRUE,3.125,0.183333333333335,113.109043814838,576.355630538016,3,339.327131444513
"1","2","2","Blank",1,32.9,34.1,57,FALSE,5.18274853801166,0.175,95.3137783817826,431.33431834412,6,571.882670290696
"1","2","2","bromooctane",1,17,18.8,69.8,FALSE,NA,NA,74.1627134221604,420.549605585813,6,444.976280532963
"1","2","2","methylbenzoate",1,19,20,61,FALSE,4.29563492063492,0.185,102.057002613577,549.739038559526,4,408.228010454308
"1","2","2","methylbenzoate",2,27.8,28.6,61,FALSE,3.33333333333337,0.18,118.296291041552,657.201616897514,2,236.592582083105
"1","2","6","Ammonia",1,43,44,16.7,TRUE,5.82932692307695,0.152000000000001,40.9635589902188,258.292950522302,5,204.817794951094
"1","2","6","Ammonia",2,64.6,65.65,16.7,TRUE,6.51190476190469,0.158333333333334,237.681490526393,1496.06017917823,6,1426.08894315836
"1","2","6","Ammonia",3,55.6,56.5,16.7,TRUE,NA,NA,44.3856205135435,152.546593244775,5,221.928102567718
"1","2","6","Blank",1,42,43,18.9,FALSE,5.89947089947087,0.174000000000001,50.9386563864916,281.261675749354,5,254.693281932458
"1","2","6","Blank",2,57.9,59,18.9,FALSE,3.80952380952379,0.323333333333333,119.198544504231,326.24058491689,3,357.595633512693
"1","2","6","Blank",3,63.55,64.3,18.9,FALSE,6.38888888888889,0.162499999999998,115.199019361902,707.551753460252,4,460.796077447609
"1","2","6","bromooctane",1,40.2,41.2,21.2,FALSE,5.68957115009746,0.175000000000001,108.159913160255,601.462940752062,4,432.63965264102
"1","2","6","methylbenzoate",1,38.8,39.9,23.3,FALSE,6.36887089518673,0.161666666666666,124.623830868669,743.392281975483,6,747.742985212017
"1","2","9","Ammonia",1,63.1,65,26.7,TRUE,5.36802185217579,0.174444444444445,240.755121006067,1361.00927625152,9,2166.7960890546
"1","2","9","Blank",1,43.4,44.7,28.9,FALSE,6.09600925390398,0.166666666666667,100.189074710288,606.92614083331,6,601.134448261726
"1","2","9","Blank",2,57.9,59.5,28.9,FALSE,4.7893772893773,0.17,115.976605959886,686.997838482545,7,811.8362417192
"1","2","9","bromooctane",1,50.3,51.3,30.7,FALSE,6.17034313725491,0.168000000000001,194.269175962941,1136.63281986929,5,971.345879814703
"1","2","9","bromooctane",2,54.8,55.8,30.7,FALSE,7.2343500797448,0.158,60.3022356694129,381.11451239808,5,301.511178347065
"1","2","9","methylbenzoate",1,47.2,47.9,32.6,FALSE,6.7418794440853,0.163333333333334,330.213263097951,1893.4963788829,3,990.639789293854
"1","2","10","Ammonia",1,36.6,37,16.1,TRUE,NA,NA,NA,NA,1,NA
"1","2","10","Ammonia",2,53.3,55,16.1,TRUE,6.47459022459025,0.157,100.68099359868,630.042943340464,10,1006.8099359868
"1","2","10","Ammonia",3,62.5,64.2,16.1,TRUE,4.38796296296298,0.255,204.370313887948,849.340065056583,6,1226.22188332769
"1","2","10","Ammonia",4,77.4,78.5,16.1,TRUE,6.48809523809514,0.168333333333334,97.3836981238955,622.42456957877,6,584.302188743373
"1","2","10","Blank",1,42.4,42.9,18,FALSE,7.14285714285711,0.170000000000002,252.454560381185,1288.36582840592,2,504.909120762371
"1","2","10","bromooctane",1,52.7,54.6,20,FALSE,5.44741720741183,0.172000000000001,94.7425033042741,504.96791393977,10,947.425033042741
"1","2","10","methylbenzoate",1,58.4,61.5,21.9,FALSE,6.41080648342535,0.162222222222222,221.389081633297,1327.06494098318,18,3985.00346939934
"1","2","10","methylbenzoate",2,67,68,21.9,FALSE,6.20337809036668,0.172,130.073604321025,696.533874533872,5,650.368021605123
"1","2","11","Ammonia",1,79.7,82,19,TRUE,5.42288523596572,0.182500000000001,223.879943895479,1228.58217961607,12,2686.55932674574
"1","2","11","Ammonia",2,87.5,88.5,19,TRUE,5.31052094750947,0.182500000000001,113.930261252409,616.088853943641,4,455.721045009637
"1","2","11","Blank",1,70.8,71.4,21.1,FALSE,6.06617647058824,0.174999999999997,411.993729074007,2338.66068156461,2,823.987458148013
"1","2","11","Blank",2,94.1,95.3,21.1,FALSE,5.51668386652909,0.185000000000002,215.401694477877,1125.92820188163,6,1292.41016686726
"1","2","11","bromooctane",1,91,92.3,23.1,FALSE,4.97753267973856,0.183333333333332,346.848288128662,1976.48553890956,6,2081.08972877197
"1","2","11","methylbenzoate",1,79.4,81.3,25.2,FALSE,5.70734434124528,0.18,415.324847720652,2290.45082663695,10,4153.24847720652
"1","2","12","Ammonia",1,22,24.4,20.9,TRUE,5.82802693322784,0.166428571428571,79.4672734328578,488.369845269929,14,1112.54182806001
"1","2","12","Ammonia",2,38.5,39.1,20.9,TRUE,4.16666666666676,0.289999999999999,484.210960377315,1669.69296681833,1,484.210960377315
"1","2","12","Blank",1,51.3,52,22.6,FALSE,6.15740740740748,0.163333333333334,181.458260352919,1111.36553960653,3,544.374781058757
"1","2","12","Blank",2,19,20.4,22.6,FALSE,5.38029100529101,0.206666666666666,106.365647771347,534.153660126942,6,638.193886628081
"1","2","12","bromooctane",1,20.9,21.5,25,FALSE,NA,NA,122.38219965304,775.181104613618,3,367.146598959121
"1","2","12","bromooctane",2,35.4,36.2,25,FALSE,7.41758241758212,0.142500000000002,153.084361669396,1023.37213644309,4,612.337446677583
"1","2","12","methylbenzoate",1,19.5,20.4,26.8,FALSE,7.00630252100841,0.148,130.237797492215,799.277432211078,5,651.188987461073
"1","2","12","methylbenzoate",2,49.8,50.7,26.8,FALSE,5.92296918767506,0.139999999999999,212.699251275573,1511.6985523409,5,1063.49625637787
"1","2","14","Ammonia",1,19.4,20.2,26.1,TRUE,5.62500000000001,0.210000000000001,343.9555766474,1387.36541601904,3,1031.8667299422
"1","2","14","Ammonia",2,25.7,26.2,26.1,TRUE,6.51260504201676,0.16,372.481543768749,2442.1588062587,2,744.963087537498
"1","2","14","Ammonia",3,34.4,36,26.1,TRUE,5.1858974358974,0.225,167.663103663111,737.343054853548,6,1005.97862197867
"1","2","14","Blank",1,23.4,24.1,27.9,FALSE,6.32586367880489,0.153333333333334,132.183203573981,850.649135376045,3,396.549610721944
"1","2","14","Blank",2,32.9,33.4,27.9,FALSE,8.11688311688313,0.154999999999998,483.503650195491,2915.52455016696,2,967.007300390982
"1","2","14","bromooctane",1,10.7,12.1,29.8,FALSE,4.92063492063493,0.23,438.626357827428,1731.74406497673,5,2193.13178913714
"1","2","14","bromooctane",2,36.3,37.8,29.8,FALSE,5.35612535612539,0.185714285714286,128.03352747802,656.124455953151,7,896.234692346139
"1","2","14","methylbenzoate",1,12,12.8,31.9,FALSE,6.60451680672269,0.157500000000001,402.491216849816,2422.97903214051,4,1609.96486739926
"1","2","14","methylbenzoate",2,15.4,16.4,31.9,FALSE,6.00694444444446,0.188,782.617569193037,3982.47776729324,5,3913.08784596519
"1","2","14","methylbenzoate",3,18.2,19.1,31.9,FALSE,5.97641941391939,0.155,225.552051977315,1427.1875697323,4,902.20820790926
"1","2","14","methylbenzoate",4,21.8,22.6,31.9,FALSE,6.27195463205524,0.155,179.91493420726,1059.15578615063,4,719.659736829041
"1","2","14","methylbenzoate",5,24.6,25.7,31.9,FALSE,4.48343079922031,0.206,171.745009493143,699.759114066186,5,858.725047465713
"1","2","14","methylbenzoate",6,32.6,33.6,31.9,FALSE,5.27243589743588,0.17,579.566718205651,3214.71973051382,5,2897.83359102825
"1","2","14","methylbenzoate",7,37.5,38.5,31.9,FALSE,5.2193894299157,0.253333333333333,128.560479025861,571.062624512681,3,385.681437077584
"1","2","15","Ammonia",1,20.5,21.5,63,TRUE,4.95169082125604,0.23,180.705775423615,765.0892799793,3,542.117326270846
"1","2","15","Ammonia",2,26.8,27.6,63,TRUE,5.20152505446622,0.18,191.487018923076,948.303609282996,3,574.461056769227
"1","2","15","Ammonia",3,33.4,34.2,63,TRUE,6.45299145299146,0.16,391.880157842502,1869.96823343554,4,1567.52063137001
"1","2","15","Blank",1,18.9,20,64.9,FALSE,5.59063299232736,0.173333333333334,84.618196900293,464.221977156067,6,507.709181401758
"1","2","15","Blank",2,24.4,25.4,64.9,FALSE,6.01413292589766,0.178,108.299241059508,579.898903650446,5,541.496205297541
"1","2","15","Blank",3,30.5,31.1,64.9,FALSE,5.3708439897698,0.143333333333333,78.344671429387,477.566284026696,3,235.034014288161
"1","2","15","Blank",4,32,33.2,64.9,FALSE,5.33095401903454,0.206,193.330847104785,852.376520348818,5,966.654235523925
"1","2","15","bromooctane",1,17.9,18.6,66.5,FALSE,5.15873015873015,0.17,171.261775549623,924.629297725006,4,685.047102198493
"1","2","15","bromooctane",2,27.8,28.5,66.5,FALSE,5.02450980392158,0.203333333333334,255.548044831854,1385.95859789482,3,766.644134495561
"1","2","15","bromooctane",3,22.2,23,66.5,FALSE,6.66666666666657,0.206666666666666,147.306183421786,789.586168551447,3,441.918550265357
"1","2","15","methylbenzoate",1,16.5,17.8,68.6,FALSE,5.59261204481794,0.186666666666666,265.782189105181,1413.67765321087,6,1594.69313463108
"1","2","15","methylbenzoate",2,19.9,21,68.6,FALSE,4.4774034970114,0.1875,146.307945510243,715.553810785457,4,585.231782040971
"1","2","15","methylbenzoate",3,24.5,26,68.6,FALSE,5.20155410828784,0.177142857142856,273.495742385295,1609.36402330645,7,1914.47019669707
"1","2","15","methylbenzoate",4,29.4,31.6,68.6,FALSE,5.62924615040197,0.193,314.234665423497,1440.34459383936,10,3142.34665423497
"1","2","16","Ammonia",1,57.3,58.2,21.4,TRUE,5.44117647058826,0.195,78.3365573221936,376.411990285378,4,313.346229288774
"1","2","16","Ammonia",2,64.7,65.8,21.4,TRUE,4.14682539682528,0.2,213.256165165529,928.289716163775,5,1066.28082582765
"1","2","16","Blank",1,64.6,65.8,23.4,FALSE,4.24448217317489,0.237500000000001,146.397700635233,610.278241344252,4,585.590802540931
"1","2","16","bromooctane",1,57.3,58.4,25.1,FALSE,6.41714915908464,0.166,33.8512799066987,287.959984151354,5,169.256399533493
"1","2","16","methylbenzoate",1,33.3,34.3,27.8,FALSE,4.76717659688679,0.205,295.489549477099,1156.05749876797,4,1181.95819790839
"1","2","16","methylbenzoate",2,39.3,40,27.8,FALSE,5.18433179723503,0.156666666666666,124.211928519284,698.509469728963,3,372.635785557851
"1","2","16","methylbenzoate",3,47.3,48.4,27.8,FALSE,5.53255883901043,0.14,28.8914945717777,195.965123849837,7,202.240462002444
"1","2","16","methylbenzoate",4,55.7,57.2,27.8,FALSE,2.70270270270272,0.182857142857143,69.1197385933829,307.151946592423,7,483.83817015368
"1","2","19","Ammonia",1,27.3,28.5,16,TRUE,4.66269841269841,0.18,160.217723820762,832.488042493953,6,961.306342924571
"1","2","19","Ammonia",2,39.9,41.5,16,TRUE,5.5324074074074,0.185714285714285,122.424250880644,762.59367074812,7,856.969756164505
